"Self Certification Test Report"
"Service\Protocol Name","Total","Failed","Passed"
"GenericTest\EFICompliantTest","35","20","15"
"BootServicesTest\EventTimerandPriorityServicesTest","34","1","33"
"BootServicesTest\MemoryAllocationServicesTest","102","0","102"
"BootServicesTest\ProtocolHandlerServicesTest","1216","0","1216"
"BootServicesTest\ImageServicesTest","125","0","125"
"BootServicesTest\MiscBootServicesTest","132","12","120"
"RuntimeServicesTest\VariableServicesTest","57","6","51"
"RuntimeServicesTest\TimeServicesTest","41","7","34"
"RuntimeServicesTest\MiscRuntimeServicesTest","12","6","6"
"LoadedImageProtocolTest","2647","0","2647"
"DevicePathProcotols\DevicePathProcotolTest","54","0","54"
"DevicePathProcotols\DevicePathUtilitiesProcotolTest","21","0","21"
"DevicePathProcotols\DevicePathToTextProcotolTest","55","0","55"
"DevicePathProcotols\DevicePathFromTextProcotolTest","62","0","62"
"DriverModelTest\DriverDiagnostics2ProtocolTest","7","0","7"
"DriverModelTest\ComponentName2ProtocolTest","249","0","249"
"ConsoleSupportTest\SimpleTextInputExProtocolTest","22","0","22"
"ConsoleSupportTest\SimpleInputProtocolTest","8","0","8"
"ConsoleSupportTest\SimpleOutputProtocolTest","128","0","128"
"ConsoleSupportTest\SimplePointerProtocolTest","6","0","6"
"ConsoleSupportTest\SerialIOProtocolTest","18","8","10"
"ConsoleSupportTest\AbsolutePointerProtocolTest","6","0","6"
"MediaAccessTest\SimpleFileSystemProtocolTest","646","1","645"
"MediaAccessTest\DiskIOProtocolTest","30","0","30"
"MediaAccessTest\DiskIO2ProtocolTest","33","1","32"
"MediaAccessTest\BlockIOProtocolTest","54","0","54"
"MediaAccessTest\BlockIO2ProtocolTest","20","0","20"
"MediaAccessTest\StorageSecurityCommandProtocolTest","6","0","6"
"MediaAccessTest\NVMEPassThruTest","16","0","16"
"MediaAccessTest\PartitionInfo","7","0","7"
"StringServiceTest\UnicodeCollation2ProtocolTest","12","0","12"
"PCIBusSupportTest\PCIRootBridgeIOProtocolTest","45","0","45"
"PCIBusSupportTest\PCIIOProtocolTest","148","0","148"
"CompressionTest\DecompressProtocolTest","12","0","12"
"ResetNotificationProtocolTest","8","1","7"
"HIITest\HIIDatabaseProtocolTest","50","0","50"
"HIITest\HIIStringProtocolTest","36","0","36"
"HIITest\HIIImageProtocolTest","26","0","26"
"HIITest\HIIImageExProtocolTest","30","0","30"
"HIITest\HIIFontProtocolTest","15","0","15"
"HIITest\HIIConfigRoutingProtocolTest","26","1","25"
"HIITest\ConfigKeywordHandlerTest","21","0","21"
"Total service\Protocol","6278","64","6214"

"Service\Protocol Name","Index","Instance","Iteration","Guid","Result","Title","Runtime Information","Case Revision","Case GUID","Device Path","Logfile Name"
"LoadedImageProtocolTest","5.3.1.1.8","4","0","9EAD501B-4A09-4C24-BA47-CF27BFF066DB","PASS","LOADED_IMAGE - BootService image's ImageCodeType equals EfiBootServiceCode and ImageDataType equals   EfiBootServiceData.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:520: LoadedImage->ImageCodeType is 3, LoadedImage->ImageDataType is 4","0x00010000","DEBE1157-53D2-42A1-B6DE-E0D46C9ACED7"
"LoadedImageProtocolTest","5.3.1.1.11","4","0","FC2330CE-AA7A-4C64-AC5E-FEB1F0F7DAC7","PASS","LOADED_IMAGE - Unload() is not NULL and its address is valid if the image has Unload function.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:604: Unload is 0x7D99B43C, ImageBase is 0x7D99B000, ImageSize is 0x840","0x00010000","DEBE1157-53D2-42A1-B6DE-E0D46C9ACED7"
"LoadedImageProtocolTest","5.3.1.1.9","4","0","064E5C37-CFAF-4B5A-A2A0-F617DD41A412","PASS","LOADED_IMAGE - RuntimeService image's ImageCodeType equals EfiRuntimeServiceCode and ImageDataType equals EfiRuntimeServiceData.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:538: LoadedImage->ImageCodeType is 5, LoadedImage->ImageDataType is 6","0x00010000","DEBE1157-53D2-42A1-B6DE-E0D46C9ACED7"
"LoadedImageProtocolTest","5.3.1.1.1","5","0","B324A56F-5714-44B4-A20F-6E9B137B8DF9","PASS","LOADED_IMAGE - BS.HandleProtocol() to handle Loaded Image Protocol returns EFI_SUCCESS.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:378: check HandleProtocol Status - Success","0x00010000","DEBE1157-53D2-42A1-B6DE-E0D46C9ACED7"
"LoadedImageProtocolTest","5.3.1.1.2","5","0","BCE0C845-4CE1-4C3B-9F94-846C279C93D0","PASS","LOADED_IMAGE - Revision is equal to EFI_IMAGE_INFORMATION_REVISION","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:399: Revision: 0x1000, expected: 0x1000","0x00010000","DEBE1157-53D2-42A1-B6DE-E0D46C9ACED7"
"LoadedImageProtocolTest","5.3.1.1.3","5","0","12B28B7B-8255-4FAD-B305-81311671B2E1","PASS","LOADED_IMAGE - ParentHandle is equal to the test driver's image handle","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:419: check ParentHandle","0x00010000","DEBE1157-53D2-42A1-B6DE-E0D46C9ACED7"
"LoadedImageProtocolTest","5.3.1.1.4","5","0","B8E8CE9F-3324-4134-AB08-3F3C9EE25C27","PASS","LOADED_IMAGE - SystemTable is not NULL.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:437: LoadedImage->SystemTable is 0x7FBC9018, gtST is 0x7FBC9018","0x00010000","DEBE1157-53D2-42A1-B6DE-E0D46C9ACED7"
"LoadedImageProtocolTest","5.3.1.1.5","5","0","3BF1E23D-86E1-4F8A-8C1A-7FDC5C4911B9","PASS","LOADED_IMAGE - DeviceHandle is not NULL.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:457: LoadedImage->DeviceHandle is 0x7F336318","0x00010000","DEBE1157-53D2-42A1-B6DE-E0D46C9ACED7"
"LoadedImageProtocolTest","5.3.1.1.6","5","0","7DF05248-72FF-40A5-948C-C647D1FDC1AE","PASS","LOADED_IMAGE - ImageBase is not NULL and ImageSize is not 0.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:476: LoadedImage->ImageBase is 0x7D99D000, LoadedImage->ImageSize is 0x500","0x00010000","DEBE1157-53D2-42A1-B6DE-E0D46C9ACED7"
"LoadedImageProtocolTest","5.3.1.1.7","5","0","FEDE5DD0-92F6-42DE-814F-F2E3339B5DE1","PASS","LOADED_IMAGE - Application image's ImageCodeType equals EfiLoaderCode and ImageDataType equals EfiLoaderData.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:502: LoadedImage->ImageCodeType is 1, LoadedImage->ImageDataType is 2","0x00010000","DEBE1157-53D2-42A1-B6DE-E0D46C9ACED7"
"LoadedImageProtocolTest","5.3.1.1.10","5","0","C7606256-8A89-48CE-B57B-A1B06B3C623B","PASS","LOADED_IMAGE - Unload() is NULL if the image has not Unload function.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:560: Unload is 0x0, ImageBase is 0x7D99D000, ImageSize is 0x500","0x00010000","DEBE1157-53D2-42A1-B6DE-E0D46C9ACED7"
"LoadedImageProtocolTest","5.3.1.1.12","5","0","69CB9798-5B57-4381-B9B2-54B9A24B8D16","PASS","LOADED_IMAGE - LoadOption is used in notify function.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:699: Protocol 1 is invoked","0x00010000","DEBE1157-53D2-42A1-B6DE-E0D46C9ACED7"
"LoadedImageProtocolTest","5.3.1.1.13","5","0","6DA9AEF4-DADD-4BDA-A70D-29470E05F317","PASS","LOADED_IMAGE - LoadOption is used in notify function.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:787: Protocol 2 is invoked","0x00010000","DEBE1157-53D2-42A1-B6DE-E0D46C9ACED7"
"LoadedImageProtocolTest","5.3.1.1.8","5","0","9EAD501B-4A09-4C24-BA47-CF27BFF066DB","PASS","LOADED_IMAGE - BootService image's ImageCodeType equals EfiBootServiceCode and ImageDataType equals   EfiBootServiceData.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:520: LoadedImage->ImageCodeType is 3, LoadedImage->ImageDataType is 4","0x00010000","DEBE1157-53D2-42A1-B6DE-E0D46C9ACED7"
"LoadedImageProtocolTest","5.3.1.1.11","5","0","FC2330CE-AA7A-4C64-AC5E-FEB1F0F7DAC7","PASS","LOADED_IMAGE - Unload() is not NULL and its address is valid if the image has Unload function.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:604: Unload is 0x7D99443C, ImageBase is 0x7D994000, ImageSize is 0x840","0x00010000","DEBE1157-53D2-42A1-B6DE-E0D46C9ACED7"
"LoadedImageProtocolTest","5.3.1.1.9","5","0","064E5C37-CFAF-4B5A-A2A0-F617DD41A412","PASS","LOADED_IMAGE - RuntimeService image's ImageCodeType equals EfiRuntimeServiceCode and ImageDataType equals EfiRuntimeServiceData.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:538: LoadedImage->ImageCodeType is 5, LoadedImage->ImageDataType is 6","0x00010000","DEBE1157-53D2-42A1-B6DE-E0D46C9ACED7"
"LoadedImageProtocolTest","5.3.1.1.1","6","0","B324A56F-5714-44B4-A20F-6E9B137B8DF9","PASS","LOADED_IMAGE - BS.HandleProtocol() to handle Loaded Image Protocol returns EFI_SUCCESS.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:378: check HandleProtocol Status - Success","0x00010000","DEBE1157-53D2-42A1-B6DE-E0D46C9ACED7"
"LoadedImageProtocolTest","5.3.1.1.2","6","0","BCE0C845-4CE1-4C3B-9F94-846C279C93D0","PASS","LOADED_IMAGE - Revision is equal to EFI_IMAGE_INFORMATION_REVISION","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:399: Revision: 0x1000, expected: 0x1000","0x00010000","DEBE1157-53D2-42A1-B6DE-E0D46C9ACED7"
"LoadedImageProtocolTest","5.3.1.1.3","6","0","12B28B7B-8255-4FAD-B305-81311671B2E1","PASS","LOADED_IMAGE - ParentHandle is equal to the test driver's image handle","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:419: check ParentHandle","0x00010000","DEBE1157-53D2-42A1-B6DE-E0D46C9ACED7"
"LoadedImageProtocolTest","5.3.1.1.4","6","0","B8E8CE9F-3324-4134-AB08-3F3C9EE25C27","PASS","LOADED_IMAGE - SystemTable is not NULL.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:437: LoadedImage->SystemTable is 0x7FBC9018, gtST is 0x7FBC9018","0x00010000","DEBE1157-53D2-42A1-B6DE-E0D46C9ACED7"
"LoadedImageProtocolTest","5.3.1.1.5","6","0","3BF1E23D-86E1-4F8A-8C1A-7FDC5C4911B9","PASS","LOADED_IMAGE - DeviceHandle is not NULL.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:457: LoadedImage->DeviceHandle is 0x7F336318","0x00010000","DEBE1157-53D2-42A1-B6DE-E0D46C9ACED7"
"LoadedImageProtocolTest","5.3.1.1.6","6","0","7DF05248-72FF-40A5-948C-C647D1FDC1AE","PASS","LOADED_IMAGE - ImageBase is not NULL and ImageSize is not 0.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:476: LoadedImage->ImageBase is 0x7D99D000, LoadedImage->ImageSize is 0x500","0x00010000","DEBE1157-53D2-42A1-B6DE-E0D46C9ACED7"
"LoadedImageProtocolTest","5.3.1.1.7","6","0","FEDE5DD0-92F6-42DE-814F-F2E3339B5DE1","PASS","LOADED_IMAGE - Application image's ImageCodeType equals EfiLoaderCode and ImageDataType equals EfiLoaderData.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:502: LoadedImage->ImageCodeType is 1, LoadedImage->ImageDataType is 2","0x00010000","DEBE1157-53D2-42A1-B6DE-E0D46C9ACED7"
"LoadedImageProtocolTest","5.3.1.1.10","6","0","C7606256-8A89-48CE-B57B-A1B06B3C623B","PASS","LOADED_IMAGE - Unload() is NULL if the image has not Unload function.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:560: Unload is 0x0, ImageBase is 0x7D99D000, ImageSize is 0x500","0x00010000","DEBE1157-53D2-42A1-B6DE-E0D46C9ACED7"
"LoadedImageProtocolTest","5.3.1.1.12","6","0","69CB9798-5B57-4381-B9B2-54B9A24B8D16","PASS","LOADED_IMAGE - LoadOption is used in notify function.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:699: Protocol 1 is invoked","0x00010000","DEBE1157-53D2-42A1-B6DE-E0D46C9ACED7"
"LoadedImageProtocolTest","5.3.1.1.13","6","0","6DA9AEF4-DADD-4BDA-A70D-29470E05F317","PASS","LOADED_IMAGE - LoadOption is used in notify function.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:787: Protocol 2 is invoked","0x00010000","DEBE1157-53D2-42A1-B6DE-E0D46C9ACED7"
"LoadedImageProtocolTest","5.3.1.1.8","6","0","9EAD501B-4A09-4C24-BA47-CF27BFF066DB","PASS","LOADED_IMAGE - BootService image's ImageCodeType equals EfiBootServiceCode and ImageDataType equals   EfiBootServiceData.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:520: LoadedImage->ImageCodeType is 3, LoadedImage->ImageDataType is 4","0x00010000","DEBE1157-53D2-42A1-B6DE-E0D46C9ACED7"
"LoadedImageProtocolTest","5.3.1.1.11","6","0","FC2330CE-AA7A-4C64-AC5E-FEB1F0F7DAC7","PASS","LOADED_IMAGE - Unload() is not NULL and its address is valid if the image has Unload function.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:604: Unload is 0x7D99443C, ImageBase is 0x7D994000, ImageSize is 0x840","0x00010000","DEBE1157-53D2-42A1-B6DE-E0D46C9ACED7"
"LoadedImageProtocolTest","5.3.1.1.9","6","0","064E5C37-CFAF-4B5A-A2A0-F617DD41A412","PASS","LOADED_IMAGE - RuntimeService image's ImageCodeType equals EfiRuntimeServiceCode and ImageDataType equals EfiRuntimeServiceData.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:538: LoadedImage->ImageCodeType is 5, LoadedImage->ImageDataType is 6","0x00010000","DEBE1157-53D2-42A1-B6DE-E0D46C9ACED7"
"LoadedImageProtocolTest","5.3.1.1.1","7","0","B324A56F-5714-44B4-A20F-6E9B137B8DF9","PASS","LOADED_IMAGE - BS.HandleProtocol() to handle Loaded Image Protocol returns EFI_SUCCESS.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:378: check HandleProtocol Status - Success","0x00010000","DEBE1157-53D2-42A1-B6DE-E0D46C9ACED7"
"LoadedImageProtocolTest","5.3.1.1.2","7","0","BCE0C845-4CE1-4C3B-9F94-846C279C93D0","PASS","LOADED_IMAGE - Revision is equal to EFI_IMAGE_INFORMATION_REVISION","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:399: Revision: 0x1000, expected: 0x1000","0x00010000","DEBE1157-53D2-42A1-B6DE-E0D46C9ACED7"
"LoadedImageProtocolTest","5.3.1.1.3","7","0","12B28B7B-8255-4FAD-B305-81311671B2E1","PASS","LOADED_IMAGE - ParentHandle is equal to the test driver's image handle","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:419: check ParentHandle","0x00010000","DEBE1157-53D2-42A1-B6DE-E0D46C9ACED7"
"LoadedImageProtocolTest","5.3.1.1.4","7","0","B8E8CE9F-3324-4134-AB08-3F3C9EE25C27","PASS","LOADED_IMAGE - SystemTable is not NULL.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:437: LoadedImage->SystemTable is 0x7FBC9018, gtST is 0x7FBC9018","0x00010000","DEBE1157-53D2-42A1-B6DE-E0D46C9ACED7"
"LoadedImageProtocolTest","5.3.1.1.5","7","0","3BF1E23D-86E1-4F8A-8C1A-7FDC5C4911B9","PASS","LOADED_IMAGE - DeviceHandle is not NULL.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:457: LoadedImage->DeviceHandle is 0x7F336318","0x00010000","DEBE1157-53D2-42A1-B6DE-E0D46C9ACED7"
"LoadedImageProtocolTest","5.3.1.1.6","7","0","7DF05248-72FF-40A5-948C-C647D1FDC1AE","PASS","LOADED_IMAGE - ImageBase is not NULL and ImageSize is not 0.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:476: LoadedImage->ImageBase is 0x7D99D000, LoadedImage->ImageSize is 0x500","0x00010000","DEBE1157-53D2-42A1-B6DE-E0D46C9ACED7"
"LoadedImageProtocolTest","5.3.1.1.7","7","0","FEDE5DD0-92F6-42DE-814F-F2E3339B5DE1","PASS","LOADED_IMAGE - Application image's ImageCodeType equals EfiLoaderCode and ImageDataType equals EfiLoaderData.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:502: LoadedImage->ImageCodeType is 1, LoadedImage->ImageDataType is 2","0x00010000","DEBE1157-53D2-42A1-B6DE-E0D46C9ACED7"
"LoadedImageProtocolTest","5.3.1.1.10","7","0","C7606256-8A89-48CE-B57B-A1B06B3C623B","PASS","LOADED_IMAGE - Unload() is NULL if the image has not Unload function.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:560: Unload is 0x0, ImageBase is 0x7D99D000, ImageSize is 0x500","0x00010000","DEBE1157-53D2-42A1-B6DE-E0D46C9ACED7"
"LoadedImageProtocolTest","5.3.1.1.12","7","0","69CB9798-5B57-4381-B9B2-54B9A24B8D16","PASS","LOADED_IMAGE - LoadOption is used in notify function.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:699: Protocol 1 is invoked","0x00010000","DEBE1157-53D2-42A1-B6DE-E0D46C9ACED7"
"LoadedImageProtocolTest","5.3.1.1.13","7","0","6DA9AEF4-DADD-4BDA-A70D-29470E05F317","PASS","LOADED_IMAGE - LoadOption is used in notify function.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:787: Protocol 2 is invoked","0x00010000","DEBE1157-53D2-42A1-B6DE-E0D46C9ACED7"
"LoadedImageProtocolTest","5.3.1.1.8","7","0","9EAD501B-4A09-4C24-BA47-CF27BFF066DB","PASS","LOADED_IMAGE - BootService image's ImageCodeType equals EfiBootServiceCode and ImageDataType equals   EfiBootServiceData.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:520: LoadedImage->ImageCodeType is 3, LoadedImage->ImageDataType is 4","0x00010000","DEBE1157-53D2-42A1-B6DE-E0D46C9ACED7"
"LoadedImageProtocolTest","5.3.1.1.11","7","0","FC2330CE-AA7A-4C64-AC5E-FEB1F0F7DAC7","PASS","LOADED_IMAGE - Unload() is not NULL and its address is valid if the image has Unload function.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:604: Unload is 0x7D99343C, ImageBase is 0x7D993000, ImageSize is 0x840","0x00010000","DEBE1157-53D2-42A1-B6DE-E0D46C9ACED7"
"LoadedImageProtocolTest","5.3.1.1.9","7","0","064E5C37-CFAF-4B5A-A2A0-F617DD41A412","PASS","LOADED_IMAGE - RuntimeService image's ImageCodeType equals EfiRuntimeServiceCode and ImageDataType equals EfiRuntimeServiceData.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:538: LoadedImage->ImageCodeType is 5, LoadedImage->ImageDataType is 6","0x00010000","DEBE1157-53D2-42A1-B6DE-E0D46C9ACED7"
"LoadedImageProtocolTest","5.3.1.1.1","8","0","B324A56F-5714-44B4-A20F-6E9B137B8DF9","PASS","LOADED_IMAGE - BS.HandleProtocol() to handle Loaded Image Protocol returns EFI_SUCCESS.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:378: check HandleProtocol Status - Success","0x00010000","DEBE1157-53D2-42A1-B6DE-E0D46C9ACED7"
"LoadedImageProtocolTest","5.3.1.1.2","8","0","BCE0C845-4CE1-4C3B-9F94-846C279C93D0","PASS","LOADED_IMAGE - Revision is equal to EFI_IMAGE_INFORMATION_REVISION","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:399: Revision: 0x1000, expected: 0x1000","0x00010000","DEBE1157-53D2-42A1-B6DE-E0D46C9ACED7"
"LoadedImageProtocolTest","5.3.1.1.3","8","0","12B28B7B-8255-4FAD-B305-81311671B2E1","PASS","LOADED_IMAGE - ParentHandle is equal to the test driver's image handle","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:419: check ParentHandle","0x00010000","DEBE1157-53D2-42A1-B6DE-E0D46C9ACED7"
"LoadedImageProtocolTest","5.3.1.1.4","8","0","B8E8CE9F-3324-4134-AB08-3F3C9EE25C27","PASS","LOADED_IMAGE - SystemTable is not NULL.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:437: LoadedImage->SystemTable is 0x7FBC9018, gtST is 0x7FBC9018","0x00010000","DEBE1157-53D2-42A1-B6DE-E0D46C9ACED7"
"LoadedImageProtocolTest","5.3.1.1.5","8","0","3BF1E23D-86E1-4F8A-8C1A-7FDC5C4911B9","PASS","LOADED_IMAGE - DeviceHandle is not NULL.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:457: LoadedImage->DeviceHandle is 0x7F336318","0x00010000","DEBE1157-53D2-42A1-B6DE-E0D46C9ACED7"
"LoadedImageProtocolTest","5.3.1.1.6","8","0","7DF05248-72FF-40A5-948C-C647D1FDC1AE","PASS","LOADED_IMAGE - ImageBase is not NULL and ImageSize is not 0.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:476: LoadedImage->ImageBase is 0x7D99D000, LoadedImage->ImageSize is 0x500","0x00010000","DEBE1157-53D2-42A1-B6DE-E0D46C9ACED7"
"LoadedImageProtocolTest","5.3.1.1.7","8","0","FEDE5DD0-92F6-42DE-814F-F2E3339B5DE1","PASS","LOADED_IMAGE - Application image's ImageCodeType equals EfiLoaderCode and ImageDataType equals EfiLoaderData.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:502: LoadedImage->ImageCodeType is 1, LoadedImage->ImageDataType is 2","0x00010000","DEBE1157-53D2-42A1-B6DE-E0D46C9ACED7"
"LoadedImageProtocolTest","5.3.1.1.10","8","0","C7606256-8A89-48CE-B57B-A1B06B3C623B","PASS","LOADED_IMAGE - Unload() is NULL if the image has not Unload function.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:560: Unload is 0x0, ImageBase is 0x7D99D000, ImageSize is 0x500","0x00010000","DEBE1157-53D2-42A1-B6DE-E0D46C9ACED7"
"LoadedImageProtocolTest","5.3.1.1.12","8","0","69CB9798-5B57-4381-B9B2-54B9A24B8D16","PASS","LOADED_IMAGE - LoadOption is used in notify function.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:699: Protocol 1 is invoked","0x00010000","DEBE1157-53D2-42A1-B6DE-E0D46C9ACED7"
"LoadedImageProtocolTest","5.3.1.1.13","8","0","6DA9AEF4-DADD-4BDA-A70D-29470E05F317","PASS","LOADED_IMAGE - LoadOption is used in notify function.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:787: Protocol 2 is invoked","0x00010000","DEBE1157-53D2-42A1-B6DE-E0D46C9ACED7"
"LoadedImageProtocolTest","5.3.1.1.8","8","0","9EAD501B-4A09-4C24-BA47-CF27BFF066DB","PASS","LOADED_IMAGE - BootService image's ImageCodeType equals EfiBootServiceCode and ImageDataType equals   EfiBootServiceData.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:520: LoadedImage->ImageCodeType is 3, LoadedImage->ImageDataType is 4","0x00010000","DEBE1157-53D2-42A1-B6DE-E0D46C9ACED7"
"LoadedImageProtocolTest","5.3.1.1.11","8","0","FC2330CE-AA7A-4C64-AC5E-FEB1F0F7DAC7","PASS","LOADED_IMAGE - Unload() is not NULL and its address is valid if the image has Unload function.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:604: Unload is 0x7D99343C, ImageBase is 0x7D993000, ImageSize is 0x840","0x00010000","DEBE1157-53D2-42A1-B6DE-E0D46C9ACED7"
"LoadedImageProtocolTest","5.3.1.1.9","8","0","064E5C37-CFAF-4B5A-A2A0-F617DD41A412","PASS","LOADED_IMAGE - RuntimeService image's ImageCodeType equals EfiRuntimeServiceCode and ImageDataType equals EfiRuntimeServiceData.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:538: LoadedImage->ImageCodeType is 5, LoadedImage->ImageDataType is 6","0x00010000","DEBE1157-53D2-42A1-B6DE-E0D46C9ACED7"
